Storage System, Time, Interval (s), Type, Model, Vendor, Turbo Performance, Read Cache Hits - VCC (%), Read Cache Hits - VC (%), Read Cache Hits - overall (%), Write Cache Hits - VCC (%), Back-end Read I/O Rate (ops/s), Back-end Write I/O Rate (ops/s), Total Back-end I/O Rate (ops/s), Back-end Read Data Rate (MiB/s), Back-end Write Data Rate (MiB/s), Total Back-end Data Rate (MiB/s), Back-end Read Response Time (ms/op), Back-end Write Response Time (ms/op), Overall Back-end Response Time (ms/op), Back-end Read Queue Time (ms/op), Back-end Write Queue Time (ms/op), Overall Back-end Queue Time (ms/op), Back-end Read Transfer Size (KiB/op), Back-end Write Transfer Size (KiB/op), Overall Back-end Transfer Size (KiB/op), Read I/O Rate - overall (ops/s), Write I/O Rate - overall (ops/s), Total I/O Rate - overall (ops/s), Write Cache Hits - VC (%), Write Cache Hits - overall (%), Peak Back-end Read Response Time (ms), Port Send Data Rate (MiB/s), Read Data Rate (MiB/s), Write Data Rate (MiB/s), Total Data Rate (MiB/s), Read Response Time (ms/op), Write Response Time (ms/op), Port Receive Data Rate (MiB/s), Overall Response Time (ms/op), Read Transfer Size (KiB/op), Write Transfer Size (KiB/op), Overall Transfer Size (KiB/op), Port Send I/O Rate (ops/s), Port Receive I/O Rate (ops/s), Total Port I/O Rate (ops/s), Total Port Data Rate (MiB/s), Total Cache Hits - VCC (%), Total Cache Hits - VC (%), Total Cache Hits - overall (%), Disk to Cache Transfer Rate - VCC (ops/s), Disk to Cache Transfer Rate - VC (ops/s), Disk-to-Cache Transfer Rate (ops/s), Cache to Disk Transfer Rate - VCC (ops/s), Cache-to-Disk Transfer Rate (ops/s), Cache to Disk Transfer Rate - VC (ops/s), System CPU Utilization (%), Port to Host Send I/O Rate (ops/s), Port to Host Receive I/O Rate (ops/s), Total Port to Host I/O Rate (ops/s), Port to Disk Send I/O Rate (ops/s), Port to Disk Receive I/O Rate (ops/s), Total Port to Disk I/O Rate (ops/s), Port to Local Node Send I/O Rate (ops/s), Port to Local Node Receive I/O Rate (ops/s), Total Port to Local Node I/O Rate (ops/s), Port to Remote Node Send I/O Rate (ops/s), Port to Remote Node Receive I/O Rate (ops/s), Total Port to Remote Node I/O Rate (ops/s), Port to Host Send Data Rate (MiB/s), Port to Host Receive Data Rate (MiB/s), Total Port to Host Data Rate (MiB/s), Port to Disk Send Data Rate (MiB/s), Port to Disk Receive Data Rate (MiB/s), Total Port to Disk Data Rate (MiB/s), Port to Local Node Send Data Rate (MiB/s), Port to Local Node Receive Data Rate (MiB/s), Total Port to Local Node Data Rate (MiB/s), Port to Remote Node Send Data Rate (MiB/s), Port to Remote Node Receive Data Rate (MiB/s), Total Port to Remote Node Data Rate (MiB/s), Port to Local Node Send Response Time (ms/op), Port to Local Node Receive Response Time (ms/op), Overall Port to Local Node Response Time (ms/op), Port to Local Node Send Queue Time (ms/op), Port to Local Node Receive Queue Time (ms/op), Overall Port to Local Node Queue Time (ms/op), Port to Remote Node Send Response Time (ms/op), Port to Remote Node Receive Response Time (ms/op), Overall Port to Remote Node Response Time (ms/op), Port to Remote Node Send Queue Time (ms/op), Port to Remote Node Receive Queue Time (ms/op), Overall Port to Remote Node Queue Time (ms/op), Global Mirror Write I/O Rate (ops/s), Global Mirror Overlapping Write Percentage (%), Global Mirror Overlapping Write I/O Rate (ops/s), Peak Read Response Time (ms), Peak Write Response Time (ms), Global Mirror Secondary Write Lag (ms/op), Overall Host Attributed Response Time Percentage (%), Peak Back-end Write Response Time (ms), Peak Back-end Read Queue Time (ms), Peak Back-end Write Queue Time (ms), Link Failure Rate (cnt/s), Loss of Sync Rate (cnt/s), Loss of Signal Rate (cnt/s), CRC Error Rate (cnt/s), Primitive Sequence Protocol Error Rate (cnt/s), Invalid Transmission Word Rate (cnt/s), Zero Buffer Credit Timer (us), Write-cache Delay Percentage - VCC (%), Write-cache Delay Percentage - VC (%), Write-cache Delay Percentage (%), Write-cache Delay I/O Rate - VCC (ops/s), Write-cache Delay I/O Rate - VC (ops/s), Write-cache Delay I/O Rate (ops/s), Read-ahead Percentage of Cache Hits (%), Dirty Write Percentage of Cache Hits - VCC (%), Dirty Write Percentage of Cache Hits - VC (%), Dirty Write Percentage of Cache Hits (%), Write Cache Overflow Percentage (%), Write Cache Overflow I/O Rate (ops/s), Write Cache Flush-through Percentage - VCC (%), Write Cache Flush-through Percentage - VC (%), Write Cache Flush-through Percentage (%), Write Cache Flush-through I/O Rate - VCC (ops/s), Write Cache Flush-through I/O Rate - VC (ops/s), Write Cache Flush-through I/O Rate (ops/s), Write Cache Write-through Percentage - VCC (%), Write Cache Write-through Percentage - VC (%), Write Cache Write-through Percentage (%), Write Cache Write-through I/O Rate - VCC (ops/s), Write Cache Write-through I/O Rate - VC (ops/s), Write Cache Write-through I/O Rate (ops/s), Read I/O Rate - VC (ops/s), Read I/O Rate - VCC (ops/s), Write I/O Rate - VC (ops/s), Write I/O Rate - VCC (ops/s), Destage I/O Rate - VC (ops/s), Destage I/O Rate - VCC (ops/s), Stage I/O Rate - VC (ops/s), Stage I/O Rate - VCC (ops/s), Prestage I/O Rate - VCC (ops/s), Destage Response Time - VC (ms/op), Destage Response Time - VCC (ms/op), Stage Response Time - VC (ms/op), Stage Response Time - VCC (ms/op), Prestage Response Time - VCC (ms/op), Cache to Host Transfer Response Time (ms/op), Compression CPU Utilization (%), System CPU Utilization Core 1 (%), System CPU Utilization Core 2 (%), System CPU Utilization Core 3 (%), System CPU Utilization Core 4 (%), Compression CPU Utilization Core 1 (%), Compression CPU Utilization Core 2 (%), Compression CPU Utilization Core 3 (%), Compression CPU Utilization Core 4 (%), Total I/O Rate - VC (ops/s), Total I/O Rate - VCC (ops/s), Invalid Link Transmission Rate (cnt/s), System CPU Utilization Core 6 (%), System CPU Utilization Core 7 (%), System CPU Utilization Core 8 (%), Compression CPU Utilization Core 5 (%), Compression CPU Utilization Core 6 (%), System CPU Utilization Core 5 (%), Compression CPU Utilization Core 7 (%), Compression CPU Utilization Core 8 (%), Zero Buffer Credit Percentage (%) 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:01 PM, 299, SAN Volume Controller - 2145, DH8, IBM, , 68.4, 0.0, 68.4, 99.99, 14879.19, 4071.46, 18950.66, 724.54, 158.7, 883.24, 3.986, 0.283, 3.191, 0.075, 0.012, 0.061, 49.864, 39.914, 47.726, 6674.95, 7152.07, 13827.02, 99.99, 99.99, 629.947, 991.03, 646.69, 175.99, 822.68, 4.58, 0.45, 1086.21, 2.44, 99.208, 25.198, 60.926, 99650.74, 94380.59, 194031.33, 2077.23, 75.04, 21.4, 80.38, 1483821.06, 1323875.32, 2807696.38, 324986.66, 685405.21, 360418.55, 10.16, 0.0, 13726.92, 13726.92, 18948.48, 0.0, 18948.48, 74935.86, 74935.87, 149871.73, 5766.4, 5717.8, 11484.2, 646.33, 169.45, 815.77, 158.71, 724.48, 883.2, 185.68, 185.68, 371.36, 0.3, 6.6, 6.9, 0.06, 0.0, 0.03, 0.01, 0.02, 0.01, 1.21, 0.0, 0.62, 0.01, 0.02, 0.01, 520.69, 0.0, 0.0, 1018.9, 206.55, 1.33, 0.0, 273.199, 18.595, 109.084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2580.0, 0.0, 0.0, 0.0, 0.56, 0.56, 1.12, 85.99, 9.92, 0.0, , , , 0.0, 0.0, , 0.56, 0.56, , 0.0, 0.0, , 0.0, 0.0, , 6693.55, 26515.11, 7190.28, 11207.91, 8776.75, 3688.62, 9756.44, 10797.95, 3891.47, 0.68, 0.29, 3.85, 4.71, 1.32, 0.25, 0.0, 9.0, 8.0, 10.0, 13.0, 0.0, 0.0, 0.0, 0.0, 13883.83, 37723.02, 0.0, 8.0, 13.0, 9.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:06 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 81.9, 0.0, 81.9, 99.99, 9921.5, 2762.15, 12683.65, 646.77, 90.27, 737.04, 2.429, 0.264, 1.958, 0.029, 0.011, 0.025, 66.753, 33.465, 59.504, 5481.38, 6505.33, 11986.71, 99.99, 99.99, 509.239, 807.25, 600.65, 106.52, 707.16, 2.45, 0.34, 869.56, 1.31, 112.209, 16.767, 60.412, 82319.22, 81491.63, 163810.85, 1676.8, 84.58, 15.06, 86.9, 1324119.34, 1230028.52, 2554147.86, 184820.39, 402953.35, 218132.96, 8.83, 0.0, 11903.3, 11903.3, 12682.81, 0.0, 12682.81, 63872.71, 63872.69, 127745.41, 5763.69, 5715.63, 11479.32, 600.52, 99.64, 700.15, 90.25, 646.74, 736.99, 116.23, 116.23, 232.45, 0.25, 6.95, 7.2, 0.05, 0.0, 0.03, 0.0, 0.01, 0.01, 1.2, 0.0, 0.61, 0.01, 0.02, 0.01, 513.25, 0.0, 0.0, 552.18, 405.14, 2.38, 0.01, 465.522, 25.666, 16.365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1450.0, 0.0, 0.0, 0.0, 2.51, 1.92, 4.43, 89.51, 15.71, 0.0, , , , 0.0, 0.0, , 2.51, 1.92, , 0.0, 0.0, , 0.0, 0.0, , 5511.04, 23195.27, 6544.8, 8613.56, 7490.64, 4053.14, 8971.94, 10750.21, 4078.1, 0.86, 0.32, 3.72, 5.0, 1.69, 0.21, 0.0, 9.0, 7.0, 7.0, 11.0, 0.0, 0.0, 0.0, 0.0, 12055.85, 31808.83, 0.0, 8.0, 12.0, 8.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:11 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 71.6, 0.0, 71.6, 100.0, 11357.07, 3170.87, 14527.94, 538.68, 86.14, 624.82, 3.549, 0.248, 2.829, 0.066, 0.011, 0.054, 48.569, 27.819, 44.04, 6448.55, 7991.81, 14440.36, 100.0, 100.0, 1417.941, 723.78, 523.46, 107.17, 630.62, 3.77, 0.34, 760.07, 1.87, 83.123, 13.731, 44.719, 90029.22, 89116.38, 179145.6, 1483.86, 76.31, 16.99, 80.34, 1103249.29, 1071892.48, 2175141.77, 176381.37, 395873.37, 219492.0, 9.38, 0.0, 13153.93, 13153.93, 14527.93, 0.0, 14527.93, 68690.09, 68690.13, 137380.21, 6811.21, 7272.32, 14083.53, 523.34, 98.09, 621.43, 86.14, 538.72, 624.86, 114.02, 114.02, 228.04, 0.28, 9.24, 9.53, 0.05, 0.0, 0.03, 0.01, 0.01, 0.01, 1.21, 0.0, 0.63, 0.0, 0.02, 0.01, 434.12, 0.0, 0.0, 1435.03, 156.48, 1.79, 0.0, 770.088, 25.837, 26.275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4340.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 82.99, 19.34, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 6474.79, 22359.47, 8054.89, 9057.22, 6632.76, 2757.1, 7300.54, 6052.46, 3866.71, 0.77, 0.3, 1.87, 3.29, 1.22, 0.16, 0.0, 9.0, 8.0, 7.0, 11.0, 0.0, 0.0, 0.0, 0.0, 14529.68, 31416.69, 0.0, 8.0, 13.0, 9.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:16 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 66.16, 0.0, 66.16, 99.99, 11993.6, 3494.23, 15487.83, 498.11, 136.73, 634.84, 3.812, 0.277, 3.015, 0.04, 0.011, 0.034, 42.528, 40.069, 41.973, 6956.86, 11735.18, 18692.04, 99.99, 99.99, 516.225, 777.92, 476.11, 151.94, 628.06, 4.23, 0.37, 814.73, 1.81, 70.081, 13.258, 34.407, 112012.46, 111638.21, 223650.68, 1592.65, 74.15, 24.17, 80.4, 1019724.53, 976180.93, 1995905.46, 280004.12, 591258.33, 311254.21, 10.83, 0.0, 13622.81, 13622.81, 15488.87, 0.0, 15488.87, 86064.84, 86064.86, 172129.7, 10458.75, 11950.54, 22409.29, 476.6, 124.43, 601.03, 136.74, 498.13, 634.87, 164.18, 164.18, 328.36, 0.4, 27.99, 28.39, 0.05, 0.0, 0.03, 0.01, 0.01, 0.01, 1.19, 0.0, 0.63, 0.0, 0.02, 0.01, 564.97, 0.0, 0.0, 516.37, 355.36, 1.24, 0.0, 168.503, 17.926, 9.032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1120.0, 0.0, 0.0, 0.0, 1.73, 1.73, 3.47, 71.45, 10.15, 0.0, , , , 0.0, 0.0, , 1.73, 1.73, , 0.0, 0.0, , 0.0, 0.0, , 6986.39, 21165.4, 11775.41, 10873.18, 7146.46, 3166.3, 8052.2, 8437.91, 2918.46, 0.76, 0.28, 3.18, 4.42, 1.4, 0.14, 0.0, 10.0, 9.0, 9.0, 13.0, 0.0, 0.0, 0.0, 0.0, 18761.79, 32038.59, 0.0, 9.0, 16.0, 10.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:21 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 68.99, 0.0, 68.99, 100.0, 12407.99, 3206.57, 15614.57, 597.35, 122.13, 719.48, 4.728, 0.279, 3.814, 0.126, 0.012, 0.102, 49.298, 39.003, 47.183, 6543.17, 11927.12, 18470.29, 100.0, 100.0, 559.395, 800.61, 515.15, 133.45, 648.6, 4.96, 0.35, 894.19, 1.98, 80.62, 11.457, 35.958, 110327.56, 108400.48, 218728.04, 1694.8, 75.26, 20.58, 80.35, 1223343.7, 1054936.1, 2278279.8, 250094.14, 523498.84, 273404.69, 10.76, 0.0, 12637.36, 12637.36, 15613.98, 0.0, 15613.98, 83361.57, 83361.55, 166723.12, 11352.01, 12401.58, 23753.58, 515.06, 88.48, 603.54, 122.13, 597.34, 719.47, 162.93, 162.92, 325.85, 0.48, 45.45, 45.93, 0.06, 0.0, 0.03, 0.01, 0.01, 0.01, 1.2, 0.0, 0.63, 0.0, 0.03, 0.02, 1149.33, 0.0, 0.0, 757.19, 199.33, 1.45, 0.0, 404.552, 78.435, 13.155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3190.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 81.44, 9.17, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 6566.71, 21805.93, 11967.17, 9978.91, 8268.34, 3490.27, 8574.64, 9259.34, 2732.52, 0.7, 0.31, 3.58, 4.51, 1.75, 0.15, 0.0, 10.0, 9.0, 9.0, 12.0, 0.0, 0.0, 0.0, 0.0, 18533.87, 31784.84, 0.0, 9.0, 15.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:26 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 69.51, 0.0, 69.51, 100.0, 15354.59, 3341.4, 18695.99, 747.85, 126.78, 874.63, 3.095, 0.285, 2.593, 0.097, 0.013, 0.082, 49.874, 38.854, 47.905, 8024.96, 13229.81, 21254.76, 100.0, 100.0, 728.652, 897.45, 624.29, 152.95, 777.24, 3.41, 0.32, 1032.11, 1.49, 79.66, 11.839, 37.445, 122105.5, 120761.81, 242867.31, 1929.56, 75.23, 19.67, 80.1, 1531094.24, 1278129.79, 2809224.03, 259604.69, 572638.07, 313033.39, 11.95, 0.0, 15489.46, 15489.46, 18700.45, 0.0, 18700.45, 92279.25, 92279.22, 184558.47, 11125.8, 12993.13, 24118.93, 624.02, 126.67, 750.68, 126.79, 747.86, 874.65, 145.83, 145.83, 291.67, 0.81, 11.76, 12.56, 0.05, 0.0, 0.03, 0.01, 0.01, 0.01, 1.18, 0.0, 0.62, 0.0, 0.02, 0.01, 415.18, 0.0, 0.0, 1190.34, 240.78, 1.4, 0.0, 685.03, 27.901, 31.093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13720.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 85.05, 13.25, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 8060.02, 26329.35, 13275.65, 11428.07, 8248.31, 3202.44, 8337.3, 8909.86, 3497.4, 0.92, 0.31, 4.24, 6.02, 1.99, 0.19, 0.0, 11.0, 11.0, 10.0, 14.0, 0.0, 0.0, 0.0, 0.0, 21335.67, 37757.42, 0.0, 10.0, 17.0, 11.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:31 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 63.51, 0.0, 63.51, 100.0, 16758.16, 3274.32, 20032.48, 727.2, 113.01, 840.21, 5.231, 0.273, 4.42, 0.245, 0.012, 0.207, 44.435, 35.343, 42.949, 7979.13, 7581.74, 15560.88, 100.0, 100.0, 1011.251, 888.7, 634.86, 130.25, 765.11, 6.22, 0.36, 995.9, 3.37, 81.475, 17.592, 50.349, 97396.59, 92520.09, 189916.68, 1884.6, 69.59, 17.01, 74.76, 1489365.26, 1301037.5, 2790402.76, 231413.53, 498159.39, 266745.86, 10.24, 0.0, 15050.81, 15050.81, 20028.59, 0.0, 20028.59, 71162.81, 71162.79, 142325.6, 6205.18, 6306.49, 12511.68, 635.04, 121.07, 756.11, 112.99, 727.2, 840.2, 139.95, 139.95, 279.9, 0.71, 7.68, 8.39, 0.05, 0.0, 0.03, 0.01, 0.01, 0.01, 1.2, 0.0, 0.62, 0.0, 0.02, 0.01, 602.65, 0.0, 0.05, 1067.46, 303.37, 2.44, 0.0, 510.724, 3.163, 59.056, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1630.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 87.12, 13.51, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 8033.83, 26943.62, 7626.81, 9943.8, 9381.63, 3336.52, 10170.16, 10755.91, 4597.18, 0.61, 0.32, 2.85, 3.98, 1.42, 0.19, 0.0, 11.0, 9.0, 8.0, 11.0, 0.0, 0.0, 0.0, 0.0, 15660.64, 36887.41, 0.0, 8.0, 14.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:36 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 81.58, 0.0, 81.58, 100.0, 8322.73, 3230.76, 11553.5, 577.82, 131.45, 709.27, 1.891, 0.282, 1.442, 0.041, 0.011, 0.032, 71.093, 41.663, 62.864, 4316.43, 6755.76, 11072.19, 100.0, 100.0, 495.183, 824.51, 522.28, 148.0, 670.27, 1.91, 0.34, 896.31, 0.95, 123.902, 22.432, 61.99, 89300.35, 87938.95, 177239.29, 1720.83, 85.61, 22.1, 88.79, 1182948.33, 1069153.54, 2252101.87, 269200.38, 572570.24, 303369.86, 8.99, 0.0, 10526.05, 10526.05, 11555.73, 0.0, 11555.73, 71302.93, 71303.1, 142606.03, 6441.69, 6109.79, 12551.49, 521.97, 129.41, 651.38, 131.52, 577.82, 709.34, 170.48, 170.48, 340.95, 0.55, 18.61, 19.16, 0.06, 0.0, 0.03, 0.01, 0.01, 0.01, 1.24, 0.0, 0.64, 0.01, 0.03, 0.02, 992.28, 0.0, 0.0, 525.24, 823.44, 1.1, 0.01, 500.393, 8.182, 2.568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1150.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 89.52, 11.27, 0.0, , , , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, , 4344.55, 19617.49, 6806.41, 9793.89, 7488.39, 3270.12, 10131.85, 12573.6, 4183.79, 0.8, 0.3, 5.42, 6.77, 1.68, 0.22, 0.0, 10.0, 8.0, 8.0, 11.0, 0.0, 0.0, 0.0, 0.0, 11150.96, 29411.37, 0.0, 7.0, 13.0, 9.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:41 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 81.54, 0.0, 81.54, 99.99, 8760.97, 3161.76, 11922.73, 577.71, 135.44, 713.15, 1.578, 0.286, 1.235, 0.023, 0.011, 0.02, 67.524, 43.866, 61.25, 4224.75, 7777.46, 12002.21, 99.99, 99.99, 300.53, 802.66, 501.53, 157.2, 658.73, 1.62, 0.34, 900.11, 0.79, 121.562, 20.698, 56.202, 94560.72, 93877.8, 188438.51, 1702.77, 85.89, 23.85, 89.25, 1183087.4, 1026957.89, 2210045.29, 277319.43, 599001.87, 321682.44, 9.28, 0.0, 10894.27, 10894.27, 11919.53, 0.0, 11919.53, 75805.34, 75805.18, 151610.51, 6835.85, 7178.35, 14014.2, 501.37, 148.05, 649.42, 135.37, 577.65, 713.03, 165.49, 165.49, 330.99, 0.43, 8.91, 9.34, 0.05, 0.0, 0.03, 0.0, 0.01, 0.01, 1.19, 0.0, 0.62, 0.0, 0.02, 0.01, 530.47, 0.0, 0.0, 300.9, 218.65, 1.25, 0.01, 144.735, 0.137, 3.867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4820.0, 0.0, 0.0, 0.0, 0.03, 0.03, 0.05, 86.57, 13.77, 0.0, , , , 0.0, 0.0, , 0.03, 0.03, , 0.0, 0.0, , 0.0, 0.0, , 4252.63, 19023.69, 7818.87, 10507.15, 7016.49, 3226.64, 6159.43, 5086.79, 3234.1, 0.72, 0.31, 1.32, 2.45, 1.19, 0.21, 0.0, 9.0, 9.0, 8.0, 11.0, 0.0, 0.0, 0.0, 0.0, 12071.5, 29530.83, 0.0, 7.0, 13.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:46 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 78.4, 0.0, 78.4, 99.99, 9044.77, 3996.3, 13041.07, 580.48, 196.89, 777.37, 1.857, 0.305, 1.381, 0.04, 0.011, 0.031, 65.719, 50.451, 61.04, 4112.29, 12614.26, 16726.56, 99.99, 99.99, 335.07, 935.06, 502.65, 215.52, 718.17, 2.03, 0.38, 1031.43, 0.79, 125.164, 17.496, 43.967, 122117.24, 121718.84, 243836.08, 1966.5, 84.81, 30.01, 89.37, 1188411.46, 1029617.34, 2218028.8, 403189.08, 844795.58, 441606.5, 11.19, 0.0, 11192.28, 11192.28, 13042.44, 0.0, 13042.44, 98032.84, 98032.87, 196065.72, 11041.95, 12493.68, 23535.64, 502.7, 180.99, 683.69, 196.9, 580.51, 777.41, 235.03, 235.03, 470.05, 0.44, 34.91, 35.35, 0.05, 0.0, 0.03, 0.01, 0.01, 0.01, 1.18, 0.0, 0.62, 0.0, 0.02, 0.01, 778.1, 0.0, 0.0, 330.52, 164.66, 0.92, 0.01, 153.933, 4.338, 13.014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3220.0, 0.0, 0.0, 0.0, 0.11, 0.11, 0.21, 85.59, 8.73, 0.0, , , , 0.0, 0.0, , 0.11, 0.11, , 0.0, 0.0, , 0.0, 0.0, , 4137.36, 18937.24, 12653.6, 13138.47, 7275.26, 3156.85, 5933.8, 4829.67, 3929.62, 0.57, 0.32, 1.13, 2.03, 1.13, 0.21, 0.0, 10.0, 9.0, 10.0, 13.0, 0.0, 0.0, 0.0, 0.0, 16790.96, 32075.71, 0.0, 9.0, 17.0, 11.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:51 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 74.25, 0.0, 74.26, 99.99, 9919.08, 3590.28, 13509.36, 594.68, 164.21, 758.89, 1.812, 0.292, 1.408, 0.042, 0.011, 0.034, 61.392, 46.834, 57.523, 4349.7, 13580.2, 17929.9, 99.99, 99.99, 668.562, 837.43, 475.0, 187.07, 662.07, 2.03, 0.35, 979.58, 0.76, 111.823, 14.106, 37.812, 123752.56, 124774.62, 248527.18, 1817.01, 81.45, 28.24, 86.69, 1217931.18, 973201.31, 2191132.49, 336224.83, 719269.14, 383044.31, 11.31, 0.0, 12853.76, 12853.76, 13508.45, 0.0, 13508.45, 99845.17, 99845.13, 199690.3, 10398.94, 12075.73, 22474.67, 475.15, 162.08, 637.23, 164.2, 594.7, 758.89, 197.62, 197.62, 395.25, 0.46, 25.18, 25.64, 0.05, 0.0, 0.03, 0.0, 0.01, 0.01, 1.18, 0.0, 0.62, 0.0, 0.02, 0.01, 495.73, 0.0, 0.0, 668.67, 114.19, 1.0, 0.01, 255.921, 7.479, 3.247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3430.0, 0.0, 0.0, 0.0, 4.13, 0.03, 4.16, 86.03, 12.66, 0.0, , , , 0.0, 0.0, , 4.13, 0.03, , 0.0, 0.0, , 0.0, 0.0, , 4378.97, 18274.65, 13641.79, 13496.09, 8994.91, 3990.05, 5851.86, 5383.01, 3659.59, 0.61, 0.34, 1.41, 2.36, 1.28, 0.21, 0.0, 10.0, 9.0, 10.0, 13.0, 0.0, 0.0, 0.0, 0.0, 18020.76, 31770.73, 0.0, 9.0, 17.0, 11.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, 5/2/18 12:56 PM, 300, SAN Volume Controller - 2145, DH8, IBM, , 79.1, 0.0, 79.1, 99.99, 10917.1, 4075.86, 14992.96, 720.39, 165.02, 885.41, 1.752, 0.284, 1.353, 0.045, 0.012, 0.036, 67.571, 41.46, 60.472, 4857.76, 14650.04, 19507.8, 99.99, 99.99, 505.881, 989.54, 624.77, 198.38, 823.15, 1.9, 0.34, 1105.11, 0.73, 131.699, 13.866, 43.208, 130220.18, 131060.28, 261280.46, 2094.65, 83.99, 24.09, 87.85, 1474931.55, 1280480.82, 2755412.37, 337960.17, 744352.69, 406392.52, 12.14, 0.0, 14103.7, 14103.7, 14996.31, 0.0, 14996.31, 104433.15, 104433.09, 208866.24, 10790.71, 12523.48, 23314.2, 625.21, 171.66, 796.87, 165.11, 720.43, 885.53, 198.81, 198.81, 397.62, 0.41, 14.21, 14.62, 0.05, 0.0, 0.03, 0.01, 0.01, 0.01, 1.18, 0.0, 0.63, 0.0, 0.02, 0.01, 383.71, 0.0, 0.0, 502.11, 325.72, 1.19, 0.01, 335.846, 9.1, 45.439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4050.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.11, 87.95, 14.52, 0.0, , , , 0.0, 0.0, , 0.05, 0.05, , 0.0, 0.0, , 0.0, 0.0, , 4887.22, 23195.34, 14688.56, 14406.97, 9974.81, 3582.51, 6041.78, 6124.08, 3793.94, 0.53, 0.32, 1.47, 2.22, 1.33, 0.19, 0.0, 11.0, 10.0, 12.0, 14.0, 0.0, 0.0, 0.0, 0.0, 19575.78, 37602.31, 0.0, 10.0, 17.0, 12.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0 
